,srch_id,date_time,site_id,visitor_location_country_id,visitor_hist_starrating,visitor_hist_adr_usd,prop_country_id,prop_id,prop_starrating,prop_review_score,prop_brand_bool,prop_location_score1,prop_location_score2,prop_log_historical_price,position,price_usd,promotion_flag,srch_destination_id,srch_length_of_stay,srch_booking_window,srch_adults_count,srch_children_count,srch_room_count,srch_saturday_night_bool,srch_query_affinity_score,orig_destination_distance,random_bool,comp1_rate,comp1_inv,comp1_rate_percent_diff,comp2_rate,comp2_inv,comp2_rate_percent_diff,comp3_rate,comp3_inv,comp3_rate_percent_diff,comp4_rate,comp4_inv,comp4_rate_percent_diff,comp5_rate,comp5_inv,comp5_rate_percent_diff,comp6_rate,comp6_inv,comp6_rate_percent_diff,comp7_rate,comp7_inv,comp7_rate_percent_diff,comp8_rate,comp8_inv,comp8_rate_percent_diff,click_bool,gross_bookings_usd,booking_bool,hour,month,diff_usd,diff_starrating
55183,3671,2012-12-27 20:12:11,5,219,,,219,47162,3,4.5,1,2.89,0.1814,4.73,15,57.0,0,18111,1,7,2,0,1,1,,201.69,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,20,12,,
55184,3671,2012-12-27 20:12:11,5,219,,,219,80704,3,4.5,1,1.39,0.0956,4.85,2,89.0,0,18111,1,7,2,0,1,1,,202.95,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,20,12,,
55185,3671,2012-12-27 20:12:11,5,219,,,219,82079,2,4.0,1,1.1,0.0327,4.6,28,59.0,0,18111,1,7,2,0,1,1,,212.31,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0,20,12,,
55186,3671,2012-12-27 20:12:11,5,219,,,219,88804,3,4.0,1,1.1,0.0253,4.68,25,79.0,0,18111,1,7,2,0,1,1,,212.46,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0,20,12,,
55187,3671,2012-12-27 20:12:11,5,219,,,219,90437,3,4.0,1,2.89,0.4364,4.57,7,62.0,1,18111,1,7,2,0,1,1,,201.35,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,20,12,,
55188,3671,2012-12-27 20:12:11,5,219,,,219,90979,3,4.5,1,0.69,0.016,5.06,21,95.0,0,18111,1,7,2,0,1,1,,205.22,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0,20,12,,
55189,3671,2012-12-27 20:12:11,5,219,,,219,91157,3,4.0,1,1.39,0.0941,5.03,13,90.0,0,18111,1,7,2,0,1,1,,202.93,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0,20,12,,
55190,3671,2012-12-27 20:12:11,5,219,,,219,96726,2,4.0,1,2.89,0.4523,4.17,24,80.0,0,18111,1,7,2,0,1,1,,201.4,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,20,12,,
55191,3671,2012-12-27 20:12:11,5,219,,,219,103423,3,4.5,1,2.89,0.2698,5.07,12,85.0,0,18111,1,7,2,0,1,1,,201.27,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,20,12,,
55192,3671,2012-12-27 20:12:11,5,219,,,219,125234,3,4.5,1,1.39,0.0915,5.05,8,100.0,0,18111,1,7,2,0,1,1,,202.92,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,20,12,,
55193,3671,2012-12-27 20:12:11,5,219,,,219,128550,3,5.0,0,0.0,0.0399,4.8,16,95.0,0,18111,1,7,2,0,1,1,,192.23,0,,,,,,,,,,,,,,,,,,,,,,,,,1,102.3,1,20,12,,
55194,3671,2012-12-27 20:12:11,5,219,,,219,129854,2,4.5,1,1.1,0.0332,4.6,26,65.0,0,18111,1,7,2,0,1,1,,212.33,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0,20,12,,
55195,3671,2012-12-27 20:12:11,5,219,,,219,131055,2,0.0,1,0.69,0.0106,4.17,27,99.0,0,18111,1,7,2,0,1,1,,205.07,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,20,12,,
55196,3671,2012-12-27 20:12:11,5,219,,,219,138287,3,4.0,0,2.89,0.4495,4.25,1,49.0,0,18111,1,7,2,0,1,1,,201.39,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,20,12,,
55197,3671,2012-12-27 20:12:11,5,219,,,219,140674,2,3.5,1,2.89,0.2554,4.19,18,49.0,0,18111,1,7,2,0,1,1,,201.66,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,20,12,,
62277,4136,2013-03-28 00:50:14,5,158,,,158,12750,4,0.0,0,2.3,0.0256,4.47,20,53.0,0,15260,1,0,2,0,1,1,,703.6,0,,,,,,,,1.0,,-1.0,0.0,9.0,-1.0,0.0,4.0,,,,,,,,,,0,,0,0,3,,
62278,4136,2013-03-28 00:50:14,5,158,,,158,12770,2,1.5,0,3.87,0.2993,3.98,17,22.0,1,15260,1,0,2,0,1,1,,705.51,0,,,,,,,,,,-1.0,0.0,22.0,0.0,0.0,10.0,,,,,,,,,,0,,0,0,3,,
62279,4136,2013-03-28 00:50:14,5,158,,,158,13230,3,2.0,0,3.89,0.2615,3.89,32,39.0,0,15260,1,0,2,0,1,1,,705.8,0,,,,,,,,1.0,,-1.0,0.0,7.0,1.0,0.0,31.0,,,,,,,,,,0,,0,0,3,,
62280,4136,2013-03-28 00:50:14,5,158,,,158,15543,5,4.0,0,1.61,0.0442,5.4,3,143.0,0,15260,1,0,2,0,1,1,,705.73,0,,,,,,,1.0,0.0,3.0,1.0,0.0,16.0,1.0,0.0,60.0,,,,,,,,,,0,,0,0,3,,
62281,4136,2013-03-28 00:50:14,5,158,,,158,22067,4,3.0,0,2.2,0.0374,4.47,12,147.0,0,15260,1,0,2,0,1,1,,703.2,0,,,,1.0,0.0,3636.0,,,,-1.0,0.0,51.0,-1.0,0.0,33.0,,,,,,,,,,0,,0,0,3,,
62282,4136,2013-03-28 00:50:14,5,158,,,158,23535,3,1.5,0,3.89,0.3668,3.69,19,23.0,0,15260,1,0,2,0,1,1,,705.45,0,,,,,,,,1.0,,-1.0,0.0,6.0,0.0,0.0,,,,,,,,,,,0,,0,0,3,,
62283,4136,2013-03-28 00:50:14,5,158,,,158,27493,2,3.0,0,3.87,0.19399999999999998,3.98,9,38.0,1,15260,1,0,2,0,1,1,,705.88,0,,,,1.0,0.0,13.0,,1.0,,,,,,,,,,,,,,,,,0,,0,0,3,,
62284,4136,2013-03-28 00:50:14,5,158,,,158,28411,3,3.5,0,1.61,0.0357,4.39,5,31.0,1,15260,1,0,2,0,1,1,,704.93,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,3,,
62285,4136,2013-03-28 00:50:14,5,158,,,158,30433,3,2.5,0,0.69,0.0107,4.1,14,37.0,0,15260,1,0,2,0,1,1,,708.8,0,,,,,,,,,,-1.0,0.0,19.0,0.0,0.0,,,,,,,,,,,0,,0,0,3,,
62286,4136,2013-03-28 00:50:14,5,158,,,158,30705,3,3.0,0,3.89,0.3476,4.25,7,51.0,0,15260,1,0,2,0,1,1,,705.41,0,,,,,,,,1.0,,-1.0,0.0,10.0,0.0,0.0,,,,,,,,,,,0,,0,0,3,,
62287,4136,2013-03-28 00:50:14,5,158,,,158,33288,4,3.5,0,2.56,0.0634,4.47,6,99.0,0,15260,1,0,2,0,1,1,,704.27,0,,,,1.0,0.0,41.0,,1.0,,,,,,,,,,,,,,,,,0,,0,0,3,,
62288,4136,2013-03-28 00:50:14,5,158,,,158,33444,3,2.0,0,3.89,0.3836,3.13,29,15.0,1,15260,1,0,2,0,1,1,,705.54,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,3,,
62289,4136,2013-03-28 00:50:14,5,158,,,158,43604,3,3.0,0,3.76,0.0461,3.89,31,29.0,0,15260,1,0,2,0,1,1,,706.12,0,,,,1.0,0.0,43.0,,1.0,,-1.0,0.0,6.0,1.0,0.0,15.0,,,,,,,,,,0,,0,0,3,,
62290,4136,2013-03-28 00:50:14,5,158,,,158,50158,3,1.0,0,1.39,,3.89,27,55.0,0,15260,1,0,2,0,1,1,,706.79,0,,,,,,,,,,-1.0,0.0,12.0,0.0,0.0,,,,,,,,,,,0,,0,0,3,,
62291,4136,2013-03-28 00:50:14,5,158,,,158,65468,2,1.5,0,3.89,0.38,3.84,33,20.0,0,15260,1,0,2,0,1,1,,705.63,0,,,,,,,,,,-1.0,0.0,29.0,,,,,,,,,,,,,0,,0,0,3,,
62292,4136,2013-03-28 00:50:14,5,158,,,158,69757,5,4.5,1,3.93,0.2877,5.49,1,152.0,0,15260,1,0,2,0,1,1,,705.23,0,,,,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,1,207.75,1,0,3,,
62293,4136,2013-03-28 00:50:14,5,158,,,158,77505,3,3.5,0,3.87,0.3781,3.98,2,27.0,0,15260,1,0,2,0,1,1,,705.55,0,,,,,,,,,,-1.0,0.0,44.0,-1.0,0.0,31.0,,,,,,,,,,0,,0,0,3,,
62294,4136,2013-03-28 00:50:14,5,158,,,158,78971,4,3.5,0,3.89,0.3839,4.26,8,38.0,1,15260,1,0,2,0,1,1,,705.62,0,,,,1.0,0.0,54.0,0.0,0.0,,1.0,0.0,11.0,,,,,,,,,,,,,0,,0,0,3,,
62295,4136,2013-03-28 00:50:14,5,158,,,158,94357,3,2.0,0,3.87,0.249,4.01,30,32.0,1,15260,1,0,2,0,1,1,,705.12,0,,,,,,,,1.0,,-1.0,0.0,3.0,1.0,0.0,77.0,,,,,,,,,,0,,0,0,3,,
62296,4136,2013-03-28 00:50:14,5,158,,,158,99201,4,0.0,0,3.89,0.3116,4.71,23,75.0,0,15260,1,0,2,0,1,1,,705.54,0,,,,,,,,1.0,,0.0,0.0,,0.0,0.0,,,,,,,,,,,0,,0,0,3,,
62297,4136,2013-03-28 00:50:14,5,158,,,158,101495,3,1.0,0,3.93,0.2892,3.89,25,47.0,0,15260,1,0,2,0,1,1,,705.23,0,,,,1.0,0.0,33.0,,,,-1.0,0.0,17.0,1.0,0.0,15.0,,,,,,,,,,0,,0,0,3,,
62298,4136,2013-03-28 00:50:14,5,158,,,158,102293,5,3.5,0,1.39,0.0064,4.94,28,91.0,1,15260,1,0,2,0,1,1,,705.97,0,,,,,,,,,,,,,1.0,0.0,11.0,,,,,,,,,,0,,0,0,3,,
62299,4136,2013-03-28 00:50:14,5,158,,,158,103871,4,3.5,1,3.89,0.3438,4.67,13,79.0,0,15260,1,0,2,0,1,1,,705.71,0,,,,,1.0,,0.0,0.0,11.0,,,,,,,,,,,,,,,,0,,0,0,3,,
62300,4136,2013-03-28 00:50:14,5,158,,,158,108949,2,1.5,0,3.87,0.38,3.98,18,33.0,0,15260,1,0,2,0,1,1,,705.58,0,,,,1.0,0.0,36.0,,1.0,,-1.0,0.0,10.0,1.0,0.0,15.0,,,,,,,,,,0,,0,0,3,,
